"ndc","rxcui","in_rxcui","has_min","in_tty","in_name","in_synonym","in_umlscui","atc5","ddd","u","adm_r","whocc_note"
"00703301513",213841,4492,FALSE,"IN","fluorouracil",NA,NA,"L01BC02",NA,NA,NA,NA
"00703301812",213841,4492,FALSE,"IN","fluorouracil",NA,NA,"L01BC02",NA,NA,NA,NA
"00703315401",1726673,1622,FALSE,"IN","bleomycin",NA,NA,"L01DC01",NA,NA,NA,NA
"00703324811",597195,40048,FALSE,"IN","carboplatin",NA,NA,"L01XA02",NA,NA,NA,NA
"00703330104",312068,7617,FALSE,"IN","octreotide",NA,NA,"H01CB02",NA,NA,NA,NA
"00703331104",312069,7617,FALSE,"IN","octreotide",NA,NA,"H01CB02",NA,NA,NA,NA
"00703332104",312070,7617,FALSE,"IN","octreotide",NA,NA,"H01CB02",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"A01AC02",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"C05AA09",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"D07AB19",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"D07XB05",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"D10AA03",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"H02AB02",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"R01AD03",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"S01BA01",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"S01CB01",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"S02BA06",NA,NA,NA,NA
"00703352403",309696,3264,FALSE,"IN","dexamethasone",NA,NA,"S03BA01",NA,NA,NA,NA
"00703367101",1655960,6851,FALSE,"IN","methotrexate",NA,NA,"L01BA01",NA,NA,NA,NA
"00703367101",1655960,6851,FALSE,"IN","methotrexate",NA,NA,"L04AX03",NA,NA,NA,NA
"00703367801",1655956,6851,FALSE,"IN","methotrexate",NA,NA,"L01BA01",NA,NA,NA,NA
"00703367801",1655956,6851,FALSE,"IN","methotrexate",NA,NA,"L04AX03",NA,NA,NA,NA
"00703398601",1736781,32592,FALSE,"IN","oxaliplatin",NA,NA,"L01XA03",NA,NA,NA,NA
"00703407559",1737449,11473,FALSE,"IN","pamidronate",NA,NA,NA,NA,NA,NA,NA
"00703409401",1728055,70561,FALSE,"IN","palonosetron",NA,NA,"A04AA05",NA,NA,NA,NA
"00703418301",1729422,39541,FALSE,"IN","vinorelbine",NA,NA,"L01CA04",NA,NA,NA,NA
"00703423901",597195,40048,FALSE,"IN","carboplatin",NA,NA,"L01XA02",NA,NA,NA,NA
"00703424801",597195,40048,FALSE,"IN","carboplatin",NA,NA,"L01XA02",NA,NA,NA,NA
"00703441211",1863355,11202,FALSE,"IN","vincristine",NA,NA,"L01CA02",NA,NA,NA,NA
"00703443411",1726324,51499,FALSE,"IN","irinotecan",NA,NA,"L01CE02",NA,NA,NA,NA
"00703450204",311670,6915,FALSE,"IN","metoclopramide",NA,NA,"A03FA01",NA,NA,NA,NA
"00703463601",207948,10114,FALSE,"IN","streptozocin",NA,NA,"L01AD04",NA,NA,NA,NA
"00703468501",197989,7005,FALSE,"IN","mitoxantrone",NA,NA,"L01DB07",NA,NA,NA,NA
"00703476801",312199,56946,FALSE,"IN","paclitaxel",NA,NA,"L01CD01",NA,NA,NA,NA
"00703480501",204870,44,FALSE,"IN","mesna",NA,NA,"R05CB05",NA,NA,NA,NA
"00703480501",204870,44,FALSE,"IN","mesna",NA,NA,"V03AF01",NA,NA,NA,NA
"00703480503",204870,44,FALSE,"IN","mesna",NA,NA,"R05CB05",NA,NA,NA,NA
"00703480503",204870,44,FALSE,"IN","mesna",NA,NA,"V03AF01",NA,NA,NA,NA
"00703485211",1740865,24698,FALSE,"IN","fludarabine",NA,NA,"L01BB05",NA,NA,NA,NA
"00703504001",1191138,3639,FALSE,"IN","doxorubicin",NA,NA,"L01DB01",NA,NA,NA,NA
"00703505401",849501,3251,FALSE,"IN","desmopressin",NA,NA,"H01BA02",NA,NA,NA,NA
"00703507501",1731338,3098,FALSE,"IN","dacarbazine",NA,NA,"L01AX04",NA,NA,NA,NA
"00703507503",1731338,3098,FALSE,"IN","dacarbazine",NA,NA,"L01AX04",NA,NA,NA,NA
"00703507937",310757,5531,FALSE,"IN","hetastarch","hydroxyethylstarch",NA,"B05AA07",NA,NA,NA,NA
"00703514001",1803932,6313,FALSE,"IN","leucovorin",NA,NA,NA,NA,NA,NA,NA
"00703514501",237788,6313,FALSE,"IN","leucovorin",NA,NA,NA,NA,NA,NA,NA
"00703523313",309650,3109,FALSE,"IN","daunorubicin",NA,NA,"L01DB02",NA,NA,NA,NA
"00703565301",206831,4179,FALSE,"IN","etoposide",NA,NA,"L01CB01",NA,NA,NA,NA
"00703565601",206831,4179,FALSE,"IN","etoposide",NA,NA,"L01CB01",NA,NA,NA,NA
"00703574811",309311,2555,FALSE,"IN","cisplatin",NA,NA,"L01XA01",NA,NA,NA,NA
"00703680104",1000126,6691,FALSE,"IN","medroxyprogesterone",NA,NA,"G03AC06",NA,NA,NA,NA
"00703680104",1000126,6691,FALSE,"IN","medroxyprogesterone",NA,NA,"G03DA02",NA,NA,NA,NA
"00703680104",1000126,6691,FALSE,"IN","medroxyprogesterone",NA,NA,"L02AB02",NA,NA,NA,NA
"00703702103",1719803,5093,FALSE,"IN","haloperidol",NA,NA,"N05AD01",NA,NA,NA,NA
"00703831503",858607,7396,FALSE,"IN","nicardipine",NA,NA,"C08CA04",NA,NA,NA,NA
"00703841101",1729205,3829,FALSE,"IN","enalaprilat",NA,NA,NA,NA,NA,NA,NA
"00703841104",1729205,3829,FALSE,"IN","enalaprilat",NA,NA,NA,NA,NA,NA,NA
"00703854023",854235,67108,FALSE,"IN","enoxaparin",NA,NA,"B01AB05",NA,NA,NA,NA
"00703856023",854238,67108,FALSE,"IN","enoxaparin",NA,NA,"B01AB05",NA,NA,NA,NA
"00703877103",1654186,296,FALSE,"IN","adenosine",NA,NA,"C01EB10",NA,NA,NA,NA
"00703903203",1723156,641,FALSE,"IN","amikacin",NA,NA,"D06AX12",NA,NA,NA,NA
"00703903203",1723156,641,FALSE,"IN","amikacin",NA,NA,"J01GB06",NA,NA,NA,NA
"00703903203",1723156,641,FALSE,"IN","amikacin",NA,NA,"S01AA21",NA,NA,NA,NA
"00703904003",1723160,641,FALSE,"IN","amikacin",NA,NA,"D06AX12",NA,NA,NA,NA
"00703904003",1723160,641,FALSE,"IN","amikacin",NA,NA,"J01GB06",NA,NA,NA,NA
"00703904003",1723160,641,FALSE,"IN","amikacin",NA,NA,"S01AA21",NA,NA,NA,NA
"00703940204",597823,10627,FALSE,"IN","tobramycin",NA,NA,"J01GB01",NA,NA,NA,NA
"00703940204",597823,10627,FALSE,"IN","tobramycin",NA,NA,"S01AA12",NA,NA,NA,NA
"00703951401",313137,10180,TRUE,"IN","sulfamethoxazole",NA,NA,"J01EC01",NA,NA,NA,NA
"00703951401",313137,10829,TRUE,"IN","trimethoprim",NA,NA,"J01EA01",NA,NA,NA,NA
"00703951401",313137,10831,TRUE,"MIN","sulfamethoxazole / trimethoprim",NA,NA,"J01EE01",NA,NA,NA,NA
"00703951403",313137,10180,TRUE,"IN","sulfamethoxazole",NA,NA,"J01EC01",NA,NA,NA,NA
"00703951403",313137,10829,TRUE,"IN","trimethoprim",NA,NA,"J01EA01",NA,NA,NA,NA
"00703951403",313137,10831,TRUE,"MIN","sulfamethoxazole / trimethoprim",NA,NA,"J01EE01",NA,NA,NA,NA
"00713010109",583084,4910,FALSE,"IN","glycerin",NA,NA,"A06AG04",NA,NA,NA,NA
"00713010109",583084,4910,FALSE,"IN","glycerin",NA,NA,"A06AX01",NA,NA,NA,NA
"00713010113",583084,4910,FALSE,"IN","glycerin",NA,NA,"A06AG04",NA,NA,NA,NA
"00713010113",583084,4910,FALSE,"IN","glycerin",NA,NA,"A06AX01",NA,NA,NA,NA
"00713010950",209597,1596,FALSE,"IN","bisacodyl",NA,NA,"A06AB02",10,"mg","O",NA
"00713010950",209597,1596,FALSE,"IN","bisacodyl",NA,NA,"A06AG02",NA,NA,NA,NA
"00713013512",198159,8704,FALSE,"IN","prochlorperazine",NA,NA,"N05AB04",NA,NA,NA,NA
"00713016550",209363,161,FALSE,"IN","acetaminophen",NA,NA,"N02BE01",NA,NA,NA,NA
"00713016612",1293639,1886,TRUE,"IN","caffeine",NA,NA,"D11AX26",NA,NA,NA,NA
"00713016612",1293639,1886,TRUE,"IN","caffeine",NA,NA,"N06BC01",0.4,"g","O",NA
"00713016612",1293639,4025,TRUE,"IN","ergotamine",NA,NA,"N02CA02",NA,NA,NA,NA
"00713016612",1293639,214336,TRUE,"MIN","caffeine / ergotamine",NA,NA,NA,NA,NA,NA,NA
"00713022315",1191302,25126,FALSE,"IN","fluocinolone",NA,NA,NA,NA,NA,NA,NA
"00713052612",992459,8745,FALSE,"IN","promethazine",NA,NA,"D04AA10",NA,NA,NA,NA
"00713052612",992459,8745,FALSE,"IN","promethazine",NA,NA,"R06AD02",NA,NA,NA,NA
"00713068615",884308,7597,FALSE,"IN","nystatin",NA,NA,"A07AA02",NA,NA,NA,NA
"00713068615",884308,7597,FALSE,"IN","nystatin",NA,NA,"D01AA01",NA,NA,NA,NA
"00713068615",884308,7597,FALSE,"IN","nystatin",NA,NA,"G01AA01",NA,NA,NA,NA
"00713070960",1191315,25126,FALSE,"IN","fluocinolone",NA,NA,NA,NA,NA,NA,NA
"00731040106",313773,39954,FALSE,"IN","zinc sulfate",NA,NA,"A12CB01",NA,NA,NA,NA
"00731040106",313773,39954,FALSE,"IN","zinc sulfate",NA,NA,"B05XA18",NA,NA,NA,NA
"00766004548",209326,7407,FALSE,"IN","nicotine",NA,NA,"N07BA01",NA,NA,NA,NA
"00766145010",351429,7407,FALSE,"IN","nicotine",NA,NA,"N07BA01",NA,NA,NA,NA
"00766150010",968849,7407,FALSE,"IN","nicotine",NA,NA,"N07BA01",NA,NA,NA,NA
"00766150020",968851,7407,FALSE,"IN","nicotine",NA,NA,"N07BA01",NA,NA,NA,NA
"00777310402",205535,4493,FALSE,"IN","fluoxetine",NA,NA,"N06AB03",NA,NA,NA,NA
"00777512058",310386,4493,FALSE,"IN","fluoxetine",NA,NA,"N06AB03",NA,NA,NA,NA
"00781100813",310818,10763,TRUE,"IN","triamterene",NA,NA,"C03DB02",NA,NA,NA,NA
"00781100813",310818,5487,TRUE,"IN","hydrochlorothiazide",NA,NA,"C03AA03",NA,NA,NA,NA
"00781100813",310818,258337,TRUE,"MIN","hydrochlorothiazide / triamterene",NA,NA,NA,NA,NA,NA,NA
"00781103213",198324,10800,FALSE,"IN","trifluoperazine",NA,NA,"N05AB06",NA,NA,NA,NA
"00781103410",198325,10800,FALSE,"IN","trifluoperazine",NA,NA,"N05AB06",NA,NA,NA,NA
"00781104613",198076,8076,FALSE,"IN","perphenazine",NA,NA,"N05AB03",NA,NA,NA,NA
"00781104801",198078,8076,FALSE,"IN","perphenazine",NA,NA,"N05AB03",NA,NA,NA,NA
"00781104813",198078,8076,FALSE,"IN","perphenazine",NA,NA,"N05AB03",NA,NA,NA,NA
"00781106101",308047,596,FALSE,"IN","alprazolam",NA,NA,"N05BA12",NA,NA,NA,NA
"00781107101",197940,6826,FALSE,"IN","methazolamide",NA,NA,"S01EC05",NA,NA,NA,NA
"00781120501",834061,7984,FALSE,"IN","penicillin V","phenoxymethylpenicillin",NA,"J01CE02",NA,NA,NA,NA
"00781139213",310671,5093,FALSE,"IN","haloperidol",NA,NA,"N05AD01",NA,NA,NA,NA
"00781139313",314034,5093,FALSE,"IN","haloperidol",NA,NA,"N05AD01",NA,NA,NA,NA
"00781139713",314035,5093,FALSE,"IN","haloperidol",NA,NA,"N05AD01",NA,NA,NA,NA
"00781143613",865117,4496,FALSE,"IN","fluphenazine",NA,NA,"N05AB02",NA,NA,NA,NA
"00781143901",859841,4496,FALSE,"IN","fluphenazine",NA,NA,"N05AB02",NA,NA,NA,NA
"00781149731",204844,18631,FALSE,"IN","azithromycin",NA,NA,"J01FA10",NA,NA,NA,NA
"00781149731",204844,18631,FALSE,"IN","azithromycin",NA,NA,"S01AA26",NA,NA,NA,NA
"00781155613",381056,6058,FALSE,"IN","isosorbide dinitrate",NA,NA,"C01DA08",NA,NA,NA,NA
"00781155613",381056,6058,FALSE,"IN","isosorbide dinitrate",NA,NA,"C05AE02",NA,NA,NA,NA
"00781165501",834102,7984,FALSE,"IN","penicillin V","phenoxymethylpenicillin",NA,"J01CE02",NA,NA,NA,NA
"00781176413",835564,5691,FALSE,"IN","imipramine",NA,NA,"N06AA02",NA,NA,NA,NA
"00781178501",855664,3355,FALSE,"IN","diclofenac",NA,NA,"D11AX18",NA,NA,NA,NA
"00781178501",855664,3355,FALSE,"IN","diclofenac",NA,NA,"M01AB05",NA,NA,NA,NA
"00781178501",855664,3355,FALSE,"IN","diclofenac",NA,NA,"M02AA15",NA,NA,NA,NA
"00781178501",855664,3355,FALSE,"IN","diclofenac",NA,NA,"S01BC03",NA,NA,NA,NA
"00781187431",562251,48203,TRUE,"IN","clavulanate",NA,NA,NA,NA,NA,NA,NA
"00781187431",562251,723,TRUE,"IN","amoxicillin",NA,NA,"J01CA04",NA,NA,NA,NA
"00781187431",562251,19711,TRUE,"MIN","amoxicillin / clavulanate",NA,NA,NA,NA,NA,NA,NA
"00781196160",197516,21212,FALSE,"IN","clarithromycin",NA,NA,"J01FA09",NA,NA,NA,NA
"00781197101",1099288,3247,FALSE,"IN","desipramine",NA,NA,"N06AA01",NA,NA,NA,NA
"00781197201",1099300,3247,FALSE,"IN","desipramine",NA,NA,"N06AA01",NA,NA,NA,NA
"00781197501",1099292,3247,FALSE,"IN","desipramine",NA,NA,"N06AA01",NA,NA,NA,NA
"00781202001",308182,723,FALSE,"IN","amoxicillin",NA,NA,"J01CA04",NA,NA,NA,NA
"00781202701",857297,2597,FALSE,"IN","clomipramine",NA,NA,"N06AA04",NA,NA,NA,NA
"00781207601",863669,77492,FALSE,"IN","tamsulosin",NA,NA,"G04CA02",0.4,"mg","O",NA
"00781210201",313190,42316,FALSE,"IN","tacrolimus",NA,NA,"D11AH01",NA,NA,NA,NA
"00781210201",313190,42316,FALSE,"IN","tacrolimus",NA,NA,"L04AD02",NA,NA,NA,NA
"00781210301",198377,42316,FALSE,"IN","tacrolimus",NA,NA,"D11AH01",NA,NA,NA,NA
"00781210301",198377,42316,FALSE,"IN","tacrolimus",NA,NA,"L04AD02",NA,NA,NA,NA
"00781210401",198378,42316,FALSE,"IN","tacrolimus",NA,NA,"D11AH01",NA,NA,NA,NA
"00781210401",198378,42316,FALSE,"IN","tacrolimus",NA,NA,"L04AD02",NA,NA,NA,NA
"00781214501",308212,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781214501",308212,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00781304095",903855,9000,FALSE,"IN","pyridostigmine",NA,NA,"N07AA02",NA,NA,NA,NA
"00781305714",1740467,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781305780",1740467,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781305995",104208,3407,FALSE,"IN","digoxin",NA,NA,"C01AA05",NA,NA,NA,NA
"00781309896",1722939,29561,FALSE,"IN","meropenem",NA,NA,"J01DH02",NA,NA,NA,NA
"00781312495",1721458,7233,FALSE,"IN","nafcillin",NA,NA,"J01CF06",NA,NA,NA,NA
"00781312595",1721460,7233,FALSE,"IN","nafcillin",NA,NA,"J01CF06",NA,NA,NA,NA
"00781315295",199211,319864,FALSE,"IN","cisatracurium",NA,NA,"M03AC11",NA,NA,NA,NA
"00781315895",308769,60819,FALSE,"IN","bivalirudin",NA,NA,"B01AE06",NA,NA,NA,NA
"00781315972",485968,61381,FALSE,"IN","olanzapine",NA,NA,"N05AH03",NA,NA,NA,NA
"00781317414",313165,37418,FALSE,"IN","sumatriptan",NA,NA,"N02CC01",NA,NA,NA,NA
"00781317796",1659283,2191,FALSE,"IN","ceftazidime",NA,NA,"J01DD02",NA,NA,NA,NA
"00781317895",1659287,2191,FALSE,"IN","ceftazidime",NA,NA,"J01DD02",NA,NA,NA,NA
"00781320495",858607,7396,FALSE,"IN","nicardipine",NA,NA,"C08CA04",NA,NA,NA,NA
"00781320695",309092,2193,FALSE,"IN","ceftriaxone",NA,NA,"J01DD04",NA,NA,NA,NA
"00781320795",1665005,2193,FALSE,"IN","ceftriaxone",NA,NA,"J01DD04",NA,NA,NA,NA
"00781320895",1665021,2193,FALSE,"IN","ceftriaxone",NA,NA,"J01DD04",NA,NA,NA,NA
"00781320995",1665046,2193,FALSE,"IN","ceftriaxone",NA,NA,"J01DD04",NA,NA,NA,NA
"00781323909",1665210,2551,FALSE,"IN","ciprofloxacin",NA,NA,"J01MA02",NA,NA,NA,NA
"00781323909",1665210,2551,FALSE,"IN","ciprofloxacin",NA,NA,"S01AE03",NA,NA,NA,NA
"00781323909",1665210,2551,FALSE,"IN","ciprofloxacin",NA,NA,"S02AA15",NA,NA,NA,NA
"00781323909",1665210,2551,FALSE,"IN","ciprofloxacin",NA,NA,"S03AA07",NA,NA,NA,NA
"00781324494",1734919,3002,FALSE,"IN","cyclophosphamide",NA,NA,"L01AA01",NA,NA,NA,NA
"00781325394",485246,1251,FALSE,"IN","azacitidine",NA,NA,"L01BC07",NA,NA,NA,NA
"00781328379",1719003,12574,FALSE,"IN","gemcitabine",NA,NA,"L01BC05",NA,NA,NA,NA
"00781328909",309335,2582,FALSE,"IN","clindamycin",NA,NA,"D10AF01",NA,NA,NA,NA
"00781328909",309335,2582,FALSE,"IN","clindamycin",NA,NA,"G01AA10",NA,NA,NA,NA
"00781328909",309335,2582,FALSE,"IN","clindamycin",NA,NA,"J01FF01",NA,NA,NA,NA
"00781329009",309336,2582,FALSE,"IN","clindamycin",NA,NA,"D10AF01",NA,NA,NA,NA
"00781329009",309336,2582,FALSE,"IN","clindamycin",NA,NA,"G01AA10",NA,NA,NA,NA
"00781329009",309336,2582,FALSE,"IN","clindamycin",NA,NA,"J01FF01",NA,NA,NA,NA
"00781331275",1728055,70561,FALSE,"IN","palonosetron",NA,NA,"A04AA05",NA,NA,NA,NA
"00781331495",1804735,15202,FALSE,"IN","argatroban",NA,NA,"B01AE03",NA,NA,NA,NA
"00781340495",1721475,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781340495",1721475,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00781340795",1721474,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781340795",1721474,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00781340895",1721476,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781340895",1721476,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00781340995",789980,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781340995",789980,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00781341195",1594591,10154,FALSE,"IN","succinylcholine","suxamethonium",NA,"M03AB01",NA,NA,NA,NA
"00781344095",251039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00781345196",1665050,2180,FALSE,"IN","cefazolin",NA,NA,"J01DB04",NA,NA,NA,NA
"00781345295",313920,2180,FALSE,"IN","cefazolin",NA,NA,"J01DB04",NA,NA,NA,NA
"00781365569",854252,67108,FALSE,"IN","enoxaparin",NA,NA,"B01AB05",NA,NA,NA,NA
"00781518292",966222,10582,FALSE,"IN","levothyroxine",NA,NA,NA,NA,NA,NA,NA
"00781523864",104894,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781523964",312087,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781526564",104894,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781526664",312087,26225,FALSE,"IN","ondansetron",NA,NA,"A04AA01",NA,NA,NA,NA
"00781540092",859424,301542,FALSE,"IN","rosuvastatin",NA,NA,"C10AA07",NA,NA,NA,NA
"00781540292",859751,301542,FALSE,"IN","rosuvastatin",NA,NA,"C10AA07",NA,NA,NA,NA
"00781540501",1293506,1886,TRUE,"IN","caffeine",NA,NA,"D11AX26",NA,NA,NA,NA
"00781540501",1293506,1886,TRUE,"IN","caffeine",NA,NA,"N06BC01",0.4,"g","O",NA
"00781540501",1293506,4025,TRUE,"IN","ergotamine",NA,NA,"N02CA02",NA,NA,NA,NA
"00781540501",1293506,214336,TRUE,"MIN","caffeine / ergotamine",NA,NA,NA,NA,NA,NA,NA
"00781543820",309076,20489,FALSE,"IN","cefpodoxime",NA,NA,"J01DD13",NA,NA,NA,NA
"00781556701",197528,2598,FALSE,"IN","clonazepam",NA,NA,"N03AE01",NA,NA,NA,NA
"00781570192",979492,52175,FALSE,"IN","losartan",NA,NA,"C09CA01",NA,NA,NA,NA
"00781573413",351260,17128,FALSE,"IN","lansoprazole",NA,NA,"A02BC03",NA,NA,NA,NA
"00781602352",309322,21212,FALSE,"IN","clarithromycin",NA,NA,"J01FA09",NA,NA,NA,NA
"00781604146",239191,723,FALSE,"IN","amoxicillin",NA,NA,"J01CA04",NA,NA,NA,NA
"00781627043",283536,32624,FALSE,"IN","oxcarbazepine",NA,NA,"N03AF02",NA,NA,NA,NA
"00781707787",142046,6922,FALSE,"IN","metronidazole",NA,NA,"A01AB17",NA,NA,NA,NA
"00781707787",142046,6922,FALSE,"IN","metronidazole",NA,NA,"D06BX01",NA,NA,NA,NA
"00781707787",142046,6922,FALSE,"IN","metronidazole",NA,NA,"G01AF01",NA,NA,NA,NA
"00781707787",142046,6922,FALSE,"IN","metronidazole",NA,NA,"J01XD01",NA,NA,NA,NA
"00781707787",142046,6922,FALSE,"IN","metronidazole",NA,NA,"P01AB01",NA,NA,NA,NA
"00781710955",577057,4337,FALSE,"IN","fentanyl",NA,NA,"N01AH01",NA,NA,NA,NA
"00781710955",577057,4337,FALSE,"IN","fentanyl",NA,NA,"N02AB03",NA,NA,NA,NA
"00781711155",245134,4337,FALSE,"IN","fentanyl",NA,NA,"N01AH01",NA,NA,NA,NA
"00781711155",245134,4337,FALSE,"IN","fentanyl",NA,NA,"N02AB03",NA,NA,NA,NA
"00781711255",245135,4337,FALSE,"IN","fentanyl",NA,NA,"N01AH01",NA,NA,NA,NA
"00781711255",245135,4337,FALSE,"IN","fentanyl",NA,NA,"N02AB03",NA,NA,NA,NA
"00781711355",197696,4337,FALSE,"IN","fentanyl",NA,NA,"N01AH01",NA,NA,NA,NA
"00781711355",197696,4337,FALSE,"IN","fentanyl",NA,NA,"N02AB03",NA,NA,NA,NA
"00781711455",245136,4337,FALSE,"IN","fentanyl",NA,NA,"N01AH01",NA,NA,NA,NA
"00781711455",245136,4337,FALSE,"IN","fentanyl",NA,NA,"N02AB03",NA,NA,NA,NA
"00781711735",313921,29365,FALSE,"IN","calcipotriene",NA,NA,"D05AX02",NA,NA,NA,NA
"00781721664",1010600,1819,TRUE,"IN","buprenorphine",NA,NA,"N02AE01",NA,NA,NA,NA
"00781721664",1010600,1819,TRUE,"IN","buprenorphine",NA,NA,"N07BC01",1.6,"mg","implant",NA
"00781721664",1010600,7242,TRUE,"IN","naloxone",NA,NA,"A06AH04",NA,NA,NA,NA
"00781721664",1010600,7242,TRUE,"IN","naloxone",NA,NA,"V03AB15",NA,NA,NA,NA
"00781721664",1010600,352364,TRUE,"MIN","buprenorphine / naloxone",NA,NA,NA,NA,NA,NA,NA
"00781723864",1010604,1819,TRUE,"IN","buprenorphine",NA,NA,"N02AE01",NA,NA,NA,NA
"00781723864",1010604,1819,TRUE,"IN","buprenorphine",NA,NA,"N07BC01",1.6,"mg","implant",NA
"00781723864",1010604,7242,TRUE,"IN","naloxone",NA,NA,"A06AH04",NA,NA,NA,NA
"00781723864",1010604,7242,TRUE,"IN","naloxone",NA,NA,"V03AB15",NA,NA,NA,NA
"00781723864",1010604,352364,TRUE,"MIN","buprenorphine / naloxone",NA,NA,NA,NA,NA,NA,NA
"00781801801",197527,2598,FALSE,"IN","clonazepam",NA,NA,"N03AE01",NA,NA,NA,NA
"00781893285",242969,7512,FALSE,"IN","norepinephrine",NA,NA,"C01CA03",NA,NA,NA,NA
"00781910995",1743547,7773,FALSE,"IN","oxacillin",NA,NA,"J01CF04",NA,NA,NA,NA
"00781933895",1665052,2180,FALSE,"IN","cefazolin",NA,NA,"J01DB04",NA,NA,NA,NA
"00781940895",1721476,733,FALSE,"IN","ampicillin",NA,NA,"J01CA01",NA,NA,NA,NA
"00781940895",1721476,733,FALSE,"IN","ampicillin",NA,NA,"S01AA19",NA,NA,NA,NA
"00802396216",486042,21183,TRUE,"IN","citric acid",NA,NA,"A09AB04",2,"g","O",NA
"00802396216",486042,56466,TRUE,"IN","sodium citrate",NA,NA,"B05CB02",NA,NA,NA,NA
"00802396216",486042,91198,TRUE,"MIN","citric acid / sodium citrate",NA,NA,NA,NA,NA,NA,NA
"00810079887",308512,1291,TRUE,"IN","bacitracin",NA,NA,"D06AX05",NA,NA,NA,NA
"00810079887",308512,1291,TRUE,"IN","bacitracin",NA,NA,"J01XX10",NA,NA,NA,NA
"00810079887",308512,1291,TRUE,"IN","bacitracin",NA,NA,"R02AB04",NA,NA,NA,NA
"00810079887",308512,8536,TRUE,"IN","polymyxin B",NA,NA,"A07AA05",NA,NA,NA,NA
"00810079887",308512,8536,TRUE,"IN","polymyxin B",NA,NA,"J01XB02",NA,NA,NA,NA
"00810079887",308512,8536,TRUE,"IN","polymyxin B",NA,NA,"S01AA18",NA,NA,NA,NA
"00810079887",308512,8536,TRUE,"IN","polymyxin B",NA,NA,"S02AA11",NA,NA,NA,NA
"00810079887",308512,8536,TRUE,"IN","polymyxin B",NA,NA,"S03AA03",NA,NA,NA,NA
"00810079887",308512,645555,TRUE,"MIN","bacitracin / polymyxin B",NA,NA,NA,NA,NA,NA,NA
"00832030101",991194,2403,FALSE,"IN","chlorpromazine",NA,NA,"N05AA01",NA,NA,NA,NA
"00832030300",991044,2403,FALSE,"IN","chlorpromazine",NA,NA,"N05AA01",NA,NA,NA,NA
"00832051201",857328,19257,FALSE,"IN","bethanechol",NA,NA,"N07AB02",NA,NA,NA,NA
"00832112035",1597129,10379,FALSE,"IN","testosterone",NA,NA,"G03BA03",NA,NA,NA,NA
"00832712401",1099870,40254,FALSE,"IN","valproate",NA,NA,NA,NA,NA,NA,NA
"00884044904",212428,11002,FALSE,"IN","urea","carbamide",NA,"B05BC02",NA,NA,NA,NA
"00884044904",212428,11002,FALSE,"IN","urea","carbamide",NA,"D02AE01",NA,NA,NA,NA
"00904001261",1363309,2400,FALSE,"IN","chlorpheniramine",NA,NA,"R06AB04",NA,NA,NA,NA
"00904016012",1291082,5492,FALSE,"IN","hydrocortisone",NA,NA,"A01AC03",NA,NA,NA,NA
"00904016012",1291082,5492,FALSE,"IN","hydrocortisone",NA,NA,"A07EA02",NA,NA,NA,NA
"00904016012",1291082,5492,FALSE,"IN","hydrocortisone",NA,NA,"C05AA01",NA,NA,NA,NA
